Date,INR,EUR,GBP,JPY,CNY,CAD,AUD,CHF,SGD,MYR,THB,MXN,BRL,KRW,ZAR
2030-04-04,15048.58,342.75,216.64,37136.42,2677.31,485.02,624.06,523.82,559.39,1228.72,13942.73,3104.13,630.53,407094.1,2447.74
2030-04-05,15055.42,342.9,216.74,37153.3,2678.53,485.24,624.34,524.06,559.64,1229.28,13949.07,3105.54,630.81,407279.12,2448.85
2030-04-06,15062.26,343.06,216.84,37170.18,2679.75,485.46,624.63,524.3,559.9,1229.84,13955.4,3106.95,631.1,407464.14,2449.96
2030-04-07,15069.1,343.22,216.94,37187.06,2680.97,485.68,624.91,524.54,560.15,1230.39,13961.74,3108.37,631.39,407649.16,2451.08
2030-04-08,15075.94,343.37,217.04,37203.94,2682.18,485.9,625.19,524.77,560.41,1230.95,13968.08,3109.78,631.67,407834.18,2452.19
2030-04-09,15082.78,343.53,217.13,37220.81,2683.4,486.12,625.48,525.01,560.66,1231.51,13974.41,3111.19,631.96,408019.2,2453.3
2030-04-10,15089.61,343.68,217.23,37237.69,2684.62,486.34,625.76,525.25,560.92,1232.07,13980.75,3112.6,632.25,408204.22,2454.41
2030-04-11,15096.45,343.84,217.33,37254.57,2685.83,486.56,626.05,525.49,561.17,1232.63,13987.09,3114.01,632.53,408389.25,2455.53
2030-04-12,15103.29,343.99,217.43,37271.45,2687.05,486.78,626.33,525.73,561.42,1233.19,13993.43,3115.42,632.82,408574.27,2456.64
2030-04-13,15110.13,344.15,217.53,37288.33,2688.27,487.0,626.61,525.97,561.68,1233.75,13999.76,3116.83,633.11,408759.29,2457.75
2030-04-14,15116.97,344.31,217.63,37305.21,2689.48,487.23,626.9,526.2,561.93,1234.3,14006.1,3118.24,633.39,408944.31,2458.86
2030-04-15,15123.81,344.46,217.73,37322.08,2690.7,487.45,627.18,526.44,562.19,1234.86,14012.44,3119.65,633.68,409129.33,2459.98
2030-04-16,15130.65,344.62,217.82,37338.96,2691.92,487.67,627.46,526.68,562.44,1235.42,14018.77,3121.06,633.97,409314.35,2461.09
2030-04-17,15137.49,344.77,217.92,37355.84,2693.13,487.89,627.75,526.92,562.7,1235.98,14025.11,3122.47,634.25,409499.37,2462.2
2030-04-18,15144.33,344.93,218.02,37372.72,2694.35,488.11,628.03,527.16,562.95,1236.54,14031.45,3123.88,634.54,409684.39,2463.31
2030-04-19,15151.17,345.08,218.12,37389.6,2695.57,488.33,628.31,527.39,563.2,1237.1,14037.78,3125.29,634.83,409869.42,2464.43
2030-04-20,15158.01,345.24,218.22,37406.48,2696.78,488.55,628.6,527.63,563.46,1237.65,14044.12,3126.71,635.11,410054.44,2465.54
2030-04-21,15164.85,345.4,218.32,37423.35,2698.0,488.77,628.88,527.87,563.71,1238.21,14050.46,3128.12,635.4,410239.46,2466.65
2030-04-22,15171.69,345.55,218.41,37440.23,2699.22,488.99,629.17,528.11,563.97,1238.77,14056.79,3129.53,635.69,410424.48,2467.76
2030-04-23,15178.53,345.71,218.51,37457.11,2700.43,489.21,629.45,528.35,564.22,1239.33,14063.13,3130.94,635.97,410609.5,2468.88
2030-04-24,15185.37,345.86,218.61,37473.99,2701.65,489.43,629.73,528.58,564.48,1239.89,14069.47,3132.35,636.26,410794.52,2469.99
2030-04-25,15192.21,346.02,218.71,37490.87,2702.87,489.65,630.02,528.82,564.73,1240.45,14075.8,3133.76,636.54,410979.54,2471.1
2030-04-26,15199.05,346.18,218.81,37507.74,2704.08,489.87,630.3,529.06,564.98,1241.01,14082.14,3135.17,636.83,411164.56,2472.21
2030-04-27,15205.89,346.33,218.91,37524.62,2705.3,490.09,630.58,529.3,565.24,1241.56,14088.48,3136.58,637.12,411349.59,2473.33
2030-04-28,15212.72,346.49,219.01,37541.5,2706.52,490.31,630.87,529.54,565.49,1242.12,14094.82,3137.99,637.4,411534.61,2474.44
2030-04-29,15219.56,346.64,219.1,37558.38,2707.74,490.53,631.15,529.77,565.75,1242.68,14101.15,3139.4,637.69,411719.63,2475.55
2030-04-30,15226.4,346.8,219.2,37575.26,2708.95,490.75,631.43,530.01,566.0,1243.24,14107.49,3140.81,637.98,411904.65,2476.66
2030-05-01,15233.24,346.95,219.3,37592.14,2710.17,490.97,631.72,530.25,566.26,1243.8,14113.83,3142.22,638.26,412089.67,2477.78
2030-05-02,15240.08,347.11,219.4,37609.01,2711.39,491.19,632.0,530.49,566.51,1244.36,14120.16,3143.64,638.55,412274.69,2478.89
2030-05-03,15246.92,347.27,219.5,37625.89,2712.6,491.41,632.29,530.73,566.76,1244.91,14126.5,3145.05,638.84,412459.71,2480.0
2030-05-04,15253.76,347.42,219.6,37642.77,2713.82,491.63,632.57,530.96,567.02,1245.47,14132.84,3146.46,639.12,412644.74,2481.11
2030-05-05,15260.6,347.58,219.69,37659.65,2715.04,491.85,632.85,531.2,567.27,1246.03,14139.17,3147.87,639.41,412829.76,2482.22
2030-05-06,15267.44,347.73,219.79,37676.53,2716.25,492.07,633.14,531.44,567.53,1246.59,14145.51,3149.28,639.7,413014.78,2483.34
2030-05-07,15274.28,347.89,219.89,37693.4,2717.47,492.3,633.42,531.68,567.78,1247.15,14151.85,3150.69,639.98,413199.8,2484.45
2030-05-08,15281.12,348.04,219.99,37710.28,2718.69,492.52,633.7,531.92,568.03,1247.71,14158.18,3152.1,640.27,413384.82,2485.56
2030-05-09,15287.96,348.2,220.09,37727.16,2719.9,492.74,633.99,532.15,568.29,1248.26,14164.52,3153.51,640.56,413569.84,2486.67
2030-05-10,15294.8,348.36,220.19,37744.04,2721.12,492.96,634.27,532.39,568.54,1248.82,14170.86,3154.92,640.84,413754.86,2487.79
2030-05-11,15301.64,348.51,220.29,37760.92,2722.34,493.18,634.55,532.63,568.8,1249.38,14177.19,3156.33,641.13,413939.88,2488.9
2030-05-12,15308.48,348.67,220.38,37777.8,2723.55,493.4,634.84,532.87,569.05,1249.94,14183.53,3157.74,641.42,414124.91,2490.01
2030-05-13,15315.32,348.82,220.48,37794.67,2724.77,493.62,635.12,533.11,569.31,1250.5,14189.87,3159.15,641.7,414309.93,2491.12
2030-05-14,15322.16,348.98,220.58,37811.55,2725.99,493.84,635.41,533.35,569.56,1251.06,14196.21,3160.57,641.99,414494.95,2492.24
2030-05-15,15329.0,349.13,220.68,37828.43,2727.2,494.06,635.69,533.58,569.81,1251.62,14202.54,3161.98,642.28,414679.97,2493.35
2030-05-16,15335.84,349.29,220.78,37845.31,2728.42,494.28,635.97,533.82,570.07,1252.17,14208.88,3163.39,642.56,414864.99,2494.46
2030-05-17,15342.67,349.45,220.88,37862.19,2729.64,494.5,636.26,534.06,570.32,1252.73,14215.22,3164.8,642.85,415050.01,2495.57
2030-05-18,15349.51,349.6,220.97,37879.07,2730.85,494.72,636.54,534.3,570.58,1253.29,14221.55,3166.21,643.14,415235.03,2496.69
2030-05-19,15356.35,349.76,221.07,37895.94,2732.07,494.94,636.82,534.54,570.83,1253.85,14227.89,3167.62,643.42,415420.05,2497.8
2030-05-20,15363.19,349.91,221.17,37912.82,2733.29,495.16,637.11,534.77,571.09,1254.41,14234.23,3169.03,643.71,415605.08,2498.91
2030-05-21,15370.03,350.07,221.27,37929.7,2734.51,495.38,637.39,535.01,571.34,1254.97,14240.56,3170.44,644.0,415790.1,2500.02
2030-05-22,15376.87,350.23,221.37,37946.58,2735.72,495.6,637.67,535.25,571.59,1255.52,14246.9,3171.85,644.28,415975.12,2501.14
2030-05-23,15383.71,350.38,221.47,37963.46,2736.94,495.82,637.96,535.49,571.85,1256.08,14253.24,3173.26,644.57,416160.14,2502.25
2030-05-24,15390.55,350.54,221.57,37980.33,2738.16,496.04,638.24,535.73,572.1,1256.64,14259.57,3174.67,644.86,416345.16,2503.36
2030-05-25,15397.39,350.69,221.66,37997.21,2739.37,496.26,638.53,535.96,572.36,1257.2,14265.91,3176.08,645.14,416530.18,2504.47
2030-05-26,15404.23,350.85,221.76,38014.09,2740.59,496.48,638.81,536.2,572.61,1257.76,14272.25,3177.49,645.43,416715.2,2505.59
2030-05-27,15411.07,351.0,221.86,38030.97,2741.81,496.7,639.09,536.44,572.87,1258.32,14278.58,3178.91,645.72,416900.22,2506.7
2030-05-28,15417.91,351.16,221.96,38047.85,2743.02,496.92,639.38,536.68,573.12,1258.88,14284.92,3180.32,646.0,417085.25,2507.81
2030-05-29,15424.75,351.32,222.06,38064.73,2744.24,497.14,639.66,536.92,573.37,1259.43,14291.26,3181.73,646.29,417270.27,2508.92
2030-05-30,15431.59,351.47,222.16,38081.6,2745.46,497.37,639.94,537.15,573.63,1259.99,14297.59,3183.14,646.57,417455.29,2510.04
2030-05-31,15438.43,351.63,222.25,38098.48,2746.67,497.59,640.23,537.39,573.88,1260.55,14303.93,3184.55,646.86,417640.31,2511.15
2030-06-01,15445.27,351.78,222.35,38115.36,2747.89,497.81,640.51,537.63,574.14,1261.11,14310.27,3185.96,647.15,417825.33,2512.26
2030-06-02,15452.11,351.94,222.45,38132.24,2749.11,498.03,640.79,537.87,574.39,1261.67,14316.61,3187.37,647.43,418010.35,2513.37
2030-06-03,15458.95,352.09,222.55,38149.12,2750.32,498.25,641.08,538.11,574.64,1262.23,14322.94,3188.78,647.72,418195.37,2514.49
2030-06-04,15465.79,352.25,222.65,38166.0,2751.54,498.47,641.36,538.34,574.9,1262.78,14329.28,3190.19,648.01,418380.39,2515.6
2030-06-05,15472.62,352.41,222.75,38182.87,2752.76,498.69,641.65,538.58,575.15,1263.34,14335.62,3191.6,648.29,418565.42,2516.71
2030-06-06,15479.46,352.56,222.85,38199.75,2753.97,498.91,641.93,538.82,575.41,1263.9,14341.95,3193.01,648.58,418750.44,2517.82
2030-06-07,15486.3,352.72,222.94,38216.63,2755.19,499.13,642.21,539.06,575.66,1264.46,14348.29,3194.42,648.87,418935.46,2518.94
2030-06-08,15493.14,352.87,223.04,38233.51,2756.41,499.35,642.5,539.3,575.92,1265.02,14354.63,3195.84,649.15,419120.48,2520.05
2030-06-09,15499.98,353.03,223.14,38250.39,2757.62,499.57,642.78,539.54,576.17,1265.58,14360.96,3197.25,649.44,419305.5,2521.16
2030-06-10,15506.82,353.19,223.24,38267.26,2758.84,499.79,643.06,539.77,576.42,1266.14,14367.3,3198.66,649.73,419490.52,2522.27
2030-06-11,15513.66,353.34,223.34,38284.14,2760.06,500.01,643.35,540.01,576.68,1266.69,14373.64,3200.07,650.01,419675.54,2523.39
2030-06-12,15520.5,353.5,223.44,38301.02,2761.28,500.23,643.63,540.25,576.93,1267.25,14379.97,3201.48,650.3,419860.56,2524.5
2030-06-13,15527.34,353.65,223.53,38317.9,2762.49,500.45,643.91,540.49,577.19,1267.81,14386.31,3202.89,650.59,420045.59,2525.61
2030-06-14,15534.18,353.81,223.63,38334.78,2763.71,500.67,644.2,540.73,577.44,1268.37,14392.65,3204.3,650.87,420230.61,2526.72
2030-06-15,15541.02,353.96,223.73,38351.66,2764.93,500.89,644.48,540.96,577.7,1268.93,14398.98,3205.71,651.16,420415.63,2527.84
2030-06-16,15547.86,354.12,223.83,38368.53,2766.14,501.11,644.77,541.2,577.95,1269.49,14405.32,3207.12,651.45,420600.65,2528.95
2030-06-17,15554.7,354.28,223.93,38385.41,2767.36,501.33,645.05,541.44,578.2,1270.04,14411.66,3208.53,651.73,420785.67,2530.06
2030-06-18,15561.54,354.43,224.03,38402.29,2768.58,501.55,645.33,541.68,578.46,1270.6,14418.0,3209.94,652.02,420970.69,2531.17
2030-06-19,15568.38,354.59,224.13,38419.17,2769.79,501.77,645.62,541.92,578.71,1271.16,14424.33,3211.35,652.31,421155.71,2532.29
2030-06-20,15575.22,354.74,224.22,38436.05,2771.01,501.99,645.9,542.15,578.97,1271.72,14430.67,3212.76,652.59,421340.73,2533.4
2030-06-21,15582.06,354.9,224.32,38452.93,2772.23,502.21,646.18,542.39,579.22,1272.28,14437.01,3214.18,652.88,421525.76,2534.51
2030-06-22,15588.9,355.05,224.42,38469.8,2773.44,502.44,646.47,542.63,579.48,1272.84,14443.34,3215.59,653.17,421710.78,2535.62
2030-06-23,15595.74,355.21,224.52,38486.68,2774.66,502.66,646.75,542.87,579.73,1273.39,14449.68,3217.0,653.45,421895.8,2536.74
2030-06-24,15602.57,355.37,224.62,38503.56,2775.88,502.88,647.03,543.11,579.98,1273.95,14456.02,3218.41,653.74,422080.82,2537.85
2030-06-25,15609.41,355.52,224.72,38520.44,2777.09,503.1,647.32,543.34,580.24,1274.51,14462.35,3219.82,654.03,422265.84,2538.96
2030-06-26,15616.25,355.68,224.81,38537.32,2778.31,503.32,647.6,543.58,580.49,1275.07,14468.69,3221.23,654.31,422450.86,2540.07
2030-06-27,15623.09,355.83,224.91,38554.19,2779.53,503.54,647.89,543.82,580.75,1275.63,14475.03,3222.64,654.6,422635.88,2541.19
2030-06-28,15629.93,355.99,225.01,38571.07,2780.74,503.76,648.17,544.06,581.0,1276.19,14481.36,3224.05,654.89,422820.9,2542.3
2030-06-29,15636.77,356.14,225.11,38587.95,2781.96,503.98,648.45,544.3,581.26,1276.75,14487.7,3225.46,655.17,423005.93,2543.41
2030-06-30,15643.61,356.3,225.21,38604.83,2783.18,504.2,648.74,544.53,581.51,1277.3,14494.04,3226.87,655.46,423190.95,2544.52
2030-07-01,15650.45,356.46,225.31,38621.71,2784.39,504.42,649.02,544.77,581.76,1277.86,14500.37,3228.28,655.75,423375.97,2545.64
2030-07-02,15657.29,356.61,225.41,38638.59,2785.61,504.64,649.3,545.01,582.02,1278.42,14506.71,3229.69,656.03,423560.99,2546.75
2030-07-03,15664.13,356.77,225.5,38655.46,2786.83,504.86,649.59,545.25,582.27,1278.98,14513.05,3231.11,656.32,423746.01,2547.86
2030-07-04,15670.97,356.92,225.6,38672.34,2788.05,505.08,649.87,545.49,582.53,1279.54,14519.39,3232.52,656.6,423931.03,2548.97
2030-07-05,15677.81,357.08,225.7,38689.22,2789.26,505.3,650.15,545.73,582.78,1280.1,14525.72,3233.93,656.89,424116.05,2550.09
2030-07-06,15684.65,357.24,225.8,38706.1,2790.48,505.52,650.44,545.96,583.03,1280.65,14532.06,3235.34,657.18,424301.07,2551.2
2030-07-07,15691.49,357.39,225.9,38722.98,2791.7,505.74,650.72,546.2,583.29,1281.21,14538.4,3236.75,657.46,424486.1,2552.31
2030-07-08,15698.33,357.55,226.0,38739.86,2792.91,505.96,651.0,546.44,583.54,1281.77,14544.73,3238.16,657.75,424671.12,2553.42
2030-07-09,15705.17,357.7,226.1,38756.73,2794.13,506.18,651.29,546.68,583.8,1282.33,14551.07,3239.57,658.04,424856.14,2554.54
2030-07-10,15712.01,357.86,226.19,38773.61,2795.35,506.4,651.57,546.92,584.05,1282.89,14557.41,3240.98,658.32,425041.16,2555.65
2030-07-11,15718.85,358.01,226.29,38790.49,2796.56,506.62,651.86,547.15,584.31,1283.45,14563.74,3242.39,658.61,425226.18,2556.76
2030-07-12,15725.68,358.17,226.39,38807.37,2797.78,506.84,652.14,547.39,584.56,1284.01,14570.08,3243.8,658.9,425411.2,2557.87
2030-07-13,15732.52,358.33,226.49,38824.25,2799.0,507.06,652.42,547.63,584.81,1284.56,14576.42,3245.21,659.18,425596.22,2558.99
2030-07-14,15739.36,358.48,226.59,38841.12,2800.21,507.29,652.71,547.87,585.07,1285.12,14582.75,3246.62,659.47,425781.24,2560.1
2030-07-15,15746.2,358.64,226.69,38858.0,2801.43,507.51,652.99,548.11,585.32,1285.68,14589.09,3248.04,659.76,425966.27,2561.21
2030-07-16,15753.04,358.79,226.78,38874.88,2802.65,507.73,653.27,548.34,585.58,1286.24,14595.43,3249.45,660.04,426151.29,2562.32
2030-07-17,15759.88,358.95,226.88,38891.76,2803.86,507.95,653.56,548.58,585.83,1286.8,14601.76,3250.86,660.33,426336.31,2563.44
2030-07-18,15766.72,359.1,226.98,38908.64,2805.08,508.17,653.84,548.82,586.09,1287.36,14608.1,3252.27,660.62,426521.33,2564.55
2030-07-19,15773.56,359.26,227.08,38925.52,2806.3,508.39,654.12,549.06,586.34,1287.91,14614.44,3253.68,660.9,426706.35,2565.66
2030-07-20,15780.4,359.42,227.18,38942.39,2807.51,508.61,654.41,549.3,586.59,1288.47,14620.78,3255.09,661.19,426891.37,2566.77
2030-07-21,15787.24,359.57,227.28,38959.27,2808.73,508.83,654.69,549.53,586.85,1289.03,14627.11,3256.5,661.48,427076.39,2567.89
2030-07-22,15794.08,359.73,227.38,38976.15,2809.95,509.05,654.98,549.77,587.1,1289.59,14633.45,3257.91,661.76,427261.41,2569.0
2030-07-23,15800.92,359.88,227.47,38993.03,2811.16,509.27,655.26,550.01,587.36,1290.15,14639.79,3259.32,662.05,427446.44,2570.11
2030-07-24,15807.76,360.04,227.57,39009.91,2812.38,509.49,655.54,550.25,587.61,1290.71,14646.12,3260.73,662.34,427631.46,2571.22
2030-07-25,15814.6,360.19,227.67,39026.79,2813.6,509.71,655.83,550.49,587.87,1291.26,14652.46,3262.14,662.62,427816.48,2572.34
2030-07-26,15821.44,360.35,227.77,39043.66,2814.82,509.93,656.11,550.72,588.12,1291.82,14658.8,3263.55,662.91,428001.5,2573.45
2030-07-27,15828.28,360.51,227.87,39060.54,2816.03,510.15,656.39,550.96,588.37,1292.38,14665.13,3264.96,663.2,428186.52,2574.56
2030-07-28,15835.12,360.66,227.97,39077.42,2817.25,510.37,656.68,551.2,588.63,1292.94,14671.47,3266.38,663.48,428371.54,2575.67
2030-07-29,15841.96,360.82,228.06,39094.3,2818.47,510.59,656.96,551.44,588.88,1293.5,14677.81,3267.79,663.77,428556.56,2576.79
2030-07-30,15848.8,360.97,228.16,39111.18,2819.68,510.81,657.24,551.68,589.14,1294.06,14684.14,3269.2,664.06,428741.58,2577.9
2030-07-31,15855.63,361.13,228.26,39128.05,2820.9,511.03,657.53,551.92,589.39,1294.62,14690.48,3270.61,664.34,428926.61,2579.01
2030-08-01,15862.47,361.29,228.36,39144.93,2822.12,511.25,657.81,552.15,589.65,1295.17,14696.82,3272.02,664.63,429111.63,2580.12
2030-08-02,15869.31,361.44,228.46,39161.81,2823.33,511.47,658.1,552.39,589.9,1295.73,14703.15,3273.43,664.92,429296.65,2581.24
2030-08-03,15876.15,361.6,228.56,39178.69,2824.55,511.69,658.38,552.63,590.15,1296.29,14709.49,3274.84,665.2,429481.67,2582.35
2030-08-04,15882.99,361.75,228.66,39195.57,2825.77,511.91,658.66,552.87,590.41,1296.85,14715.83,3276.25,665.49,429666.69,2583.46
2030-08-05,15889.83,361.91,228.75,39212.45,2826.98,512.13,658.95,553.11,590.66,1297.41,14722.17,3277.66,665.78,429851.71,2584.57
2030-08-06,15896.67,362.06,228.85,39229.32,2828.2,512.36,659.23,553.34,590.92,1297.97,14728.5,3279.07,666.06,430036.73,2585.69
2030-08-07,15903.51,362.22,228.95,39246.2,2829.42,512.58,659.51,553.58,591.17,1298.52,14734.84,3280.48,666.35,430221.75,2586.8
2030-08-08,15910.35,362.38,229.05,39263.08,2830.63,512.8,659.8,553.82,591.42,1299.08,14741.18,3281.89,666.63,430406.78,2587.91
2030-08-09,15917.19,362.53,229.15,39279.96,2831.85,513.02,660.08,554.06,591.68,1299.64,14747.51,3283.31,666.92,430591.8,2589.02
2030-08-10,15924.03,362.69,229.25,39296.84,2833.07,513.24,660.36,554.3,591.93,1300.2,14753.85,3284.72,667.21,430776.82,2590.14
2030-08-11,15930.87,362.84,229.34,39313.72,2834.28,513.46,660.65,554.53,592.19,1300.76,14760.19,3286.13,667.49,430961.84,2591.25
2030-08-12,15937.71,363.0,229.44,39330.59,2835.5,513.68,660.93,554.77,592.44,1301.32,14766.52,3287.54,667.78,431146.86,2592.36
2030-08-13,15944.55,363.15,229.54,39347.47,2836.72,513.9,661.22,555.01,592.7,1301.88,14772.86,3288.95,668.07,431331.88,2593.47
2030-08-14,15951.39,363.31,229.64,39364.35,2837.93,514.12,661.5,555.25,592.95,1302.43,14779.2,3290.36,668.35,431516.9,2594.59
2030-08-15,15958.23,363.47,229.74,39381.23,2839.15,514.34,661.78,555.49,593.2,1302.99,14785.53,3291.77,668.64,431701.92,2595.7
2030-08-16,15965.07,363.62,229.84,39398.11,2840.37,514.56,662.07,555.72,593.46,1303.55,14791.87,3293.18,668.93,431886.95,2596.81
2030-08-17,15971.91,363.78,229.94,39414.98,2841.59,514.78,662.35,555.96,593.71,1304.11,14798.21,3294.59,669.21,432071.97,2597.92
2030-08-18,15978.75,363.93,230.03,39431.86,2842.8,515.0,662.63,556.2,593.97,1304.67,14804.54,3296.0,669.5,432256.99,2599.04
2030-08-19,15985.58,364.09,230.13,39448.74,2844.02,515.22,662.92,556.44,594.22,1305.23,14810.88,3297.41,669.79,432442.01,2600.15
2030-08-20,15992.42,364.25,230.23,39465.62,2845.24,515.44,663.2,556.68,594.48,1305.78,14817.22,3298.82,670.07,432627.03,2601.26
2030-08-21,15999.26,364.4,230.33,39482.5,2846.45,515.66,663.48,556.91,594.73,1306.34,14823.55,3300.23,670.36,432812.05,2602.37
2030-08-22,16006.1,364.56,230.43,39499.38,2847.67,515.88,663.77,557.15,594.98,1306.9,14829.89,3301.65,670.65,432997.07,2603.49
2030-08-23,16012.94,364.71,230.53,39516.25,2848.89,516.1,664.05,557.39,595.24,1307.46,14836.23,3303.06,670.93,433182.09,2604.6
2030-08-24,16019.78,364.87,230.62,39533.13,2850.1,516.32,664.34,557.63,595.49,1308.02,14842.57,3304.47,671.22,433367.12,2605.71
2030-08-25,16026.62,365.02,230.72,39550.01,2851.32,516.54,664.62,557.87,595.75,1308.58,14848.9,3305.88,671.51,433552.14,2606.82
2030-08-26,16033.46,365.18,230.82,39566.89,2852.54,516.76,664.9,558.11,596.0,1309.14,14855.24,3307.29,671.79,433737.16,2607.94
2030-08-27,16040.3,365.34,230.92,39583.77,2853.75,516.98,665.19,558.34,596.26,1309.69,14861.58,3308.7,672.08,433922.18,2609.05
2030-08-28,16047.14,365.49,231.02,39600.65,2854.97,517.2,665.47,558.58,596.51,1310.25,14867.91,3310.11,672.37,434107.2,2610.16
2030-08-29,16053.98,365.65,231.12,39617.52,2856.19,517.43,665.75,558.82,596.76,1310.81,14874.25,3311.52,672.65,434292.22,2611.27
2030-08-30,16060.82,365.8,231.22,39634.4,2857.4,517.65,666.04,559.06,597.02,1311.37,14880.59,3312.93,672.94,434477.24,2612.39
2030-08-31,16067.66,365.96,231.31,39651.28,2858.62,517.87,666.32,559.3,597.27,1311.93,14886.92,3314.34,673.23,434662.26,2613.5
2030-09-01,16074.5,366.11,231.41,39668.16,2859.84,518.09,666.6,559.53,597.53,1312.49,14893.26,3315.75,673.51,434847.29,2614.61
2030-09-02,16081.34,366.27,231.51,39685.04,2861.05,518.31,666.89,559.77,597.78,1313.04,14899.6,3317.16,673.8,435032.31,2615.72
2030-09-03,16088.18,366.43,231.61,39701.91,2862.27,518.53,667.17,560.01,598.03,1313.6,14905.93,3318.58,674.09,435217.33,2616.83
2030-09-04,16095.02,366.58,231.71,39718.79,2863.49,518.75,667.46,560.25,598.29,1314.16,14912.27,3319.99,674.37,435402.35,2617.95
2030-09-05,16101.86,366.74,231.81,39735.67,2864.7,518.97,667.74,560.49,598.54,1314.72,14918.61,3321.4,674.66,435587.37,2619.06
2030-09-06,16108.7,366.89,231.9,39752.55,2865.92,519.19,668.02,560.72,598.8,1315.28,14924.94,3322.81,674.95,435772.39,2620.17
2030-09-07,16115.53,367.05,232.0,39769.43,2867.14,519.41,668.31,560.96,599.05,1315.84,14931.28,3324.22,675.23,435957.41,2621.28
2030-09-08,16122.37,367.2,232.1,39786.31,2868.36,519.63,668.59,561.2,599.31,1316.39,14937.62,3325.63,675.52,436142.44,2622.4
2030-09-09,16129.21,367.36,232.2,39803.18,2869.57,519.85,668.87,561.44,599.56,1316.95,14943.96,3327.04,675.81,436327.46,2623.51
2030-09-10,16136.05,367.52,232.3,39820.06,2870.79,520.07,669.16,561.68,599.81,1317.51,14950.29,3328.45,676.09,436512.48,2624.62
2030-09-11,16142.89,367.67,232.4,39836.94,2872.01,520.29,669.44,561.91,600.07,1318.07,14956.63,3329.86,676.38,436697.5,2625.73
2030-09-12,16149.73,367.83,232.5,39853.82,2873.22,520.51,669.72,562.15,600.32,1318.63,14962.97,3331.27,676.66,436882.52,2626.85
2030-09-13,16156.57,367.98,232.59,39870.7,2874.44,520.73,670.01,562.39,600.58,1319.19,14969.3,3332.68,676.95,437067.54,2627.96
2030-09-14,16163.41,368.14,232.69,39887.57,2875.66,520.95,670.29,562.63,600.83,1319.75,14975.64,3334.09,677.24,437252.56,2629.07
2030-09-15,16170.25,368.3,232.79,39904.45,2876.87,521.17,670.58,562.87,601.09,1320.3,14981.98,3335.51,677.52,437437.58,2630.18
2030-09-16,16177.09,368.45,232.89,39921.33,2878.09,521.39,670.86,563.1,601.34,1320.86,14988.31,3336.92,677.81,437622.61,2631.3
2030-09-17,16183.93,368.61,232.99,39938.21,2879.31,521.61,671.14,563.34,601.59,1321.42,14994.65,3338.33,678.1,437807.63,2632.41
2030-09-18,16190.77,368.76,233.09,39955.09,2880.52,521.83,671.43,563.58,601.85,1321.98,15000.99,3339.74,678.38,437992.65,2633.52
2030-09-19,16197.61,368.92,233.18,39971.97,2881.74,522.05,671.71,563.82,602.1,1322.54,15007.32,3341.15,678.67,438177.67,2634.63
2030-09-20,16204.45,369.07,233.28,39988.84,2882.96,522.27,671.99,564.06,602.36,1323.1,15013.66,3342.56,678.96,438362.69,2635.75
2030-09-21,16211.29,369.23,233.38,40005.72,2884.17,522.5,672.28,564.29,602.61,1323.65,15020.0,3343.97,679.24,438547.71,2636.86
2030-09-22,16218.13,369.39,233.48,40022.6,2885.39,522.72,672.56,564.53,602.87,1324.21,15026.33,3345.38,679.53,438732.73,2637.97
2030-09-23,16224.97,369.54,233.58,40039.48,2886.61,522.94,672.84,564.77,603.12,1324.77,15032.67,3346.79,679.82,438917.75,2639.08
2030-09-24,16231.81,369.7,233.68,40056.36,2887.82,523.16,673.13,565.01,603.37,1325.33,15039.01,3348.2,680.1,439102.78,2640.2
2030-09-25,16238.64,369.85,233.78,40073.24,2889.04,523.38,673.41,565.25,603.63,1325.89,15045.35,3349.61,680.39,439287.8,2641.31
2030-09-26,16245.48,370.01,233.87,40090.11,2890.26,523.6,673.7,565.49,603.88,1326.45,15051.68,3351.02,680.68,439472.82,2642.42
2030-09-27,16252.32,370.16,233.97,40106.99,2891.47,523.82,673.98,565.72,604.14,1327.01,15058.02,3352.43,680.96,439657.84,2643.53
2030-09-28,16259.16,370.32,234.07,40123.87,2892.69,524.04,674.26,565.96,604.39,1327.56,15064.36,3353.85,681.25,439842.86,2644.65
2030-09-29,16266.0,370.48,234.17,40140.75,2893.91,524.26,674.55,566.2,604.65,1328.12,15070.69,3355.26,681.54,440027.88,2645.76
2030-09-30,16272.84,370.63,234.27,40157.63,2895.13,524.48,674.83,566.44,604.9,1328.68,15077.03,3356.67,681.82,440212.9,2646.87
2030-10-01,16279.68,370.79,234.37,40174.5,2896.34,524.7,675.11,566.68,605.15,1329.24,15083.37,3358.08,682.11,440397.92,2647.98
2030-10-02,16286.52,370.94,234.46,40191.38,2897.56,524.92,675.4,566.91,605.41,1329.8,15089.7,3359.49,682.4,440582.95,2649.1
2030-10-03,16293.36,371.1,234.56,40208.26,2898.78,525.14,675.68,567.15,605.66,1330.36,15096.04,3360.9,682.68,440767.97,2650.21
2030-10-04,16300.2,371.26,234.66,40225.14,2899.99,525.36,675.96,567.39,605.92,1330.91,15102.38,3362.31,682.97,440952.99,2651.32
2030-10-05,16307.04,371.41,234.76,40242.02,2901.21,525.58,676.25,567.63,606.17,1331.47,15108.71,3363.72,683.26,441138.01,2652.43
